28.250000,3215,7558,4343,135,2899,10073395,27324,32000,2000/1/1 Sunday,2:42:13 UTC
27.312500,1688,5517,3829,144,2790,10079220,30262,32000,2000/1/1 Sunday,3:47:10 UTC
27.750000,456,2515,2059,91,2837,10151446,28826,32000,2000/1/1 Sunday,14:32:49 UTC
28.750000,499,2861,2362,106,2939,10153538,29773,32000,2000/1/1 Sunday,16:7:43 UTC
